Driver,LapTime,Compound,TyreLife,Position
DEV,108.77,INTERMEDIATE,2.0,13.0
DEV,104.129,INTERMEDIATE,3.0,13.0
DEV,106.026,INTERMEDIATE,4.0,13.0
DEV,103.778,INTERMEDIATE,5.0,13.0
DEV,104.385,INTERMEDIATE,6.0,13.0
DEV,102.056,INTERMEDIATE,7.0,13.0
DEV,101.415,INTERMEDIATE,8.0,13.0
DEV,100.276,INTERMEDIATE,9.0,13.0
DEV,100.486,INTERMEDIATE,10.0,13.0
DEV,98.636,INTERMEDIATE,11.0,13.0
DEV,96.475,INTERMEDIATE,12.0,13.0
DEV,95.654,INTERMEDIATE,13.0,13.0
DEV,94.011,INTERMEDIATE,14.0,13.0
DEV,99.526,INTERMEDIATE,15.0,12.0
DEV,91.939,INTERMEDIATE,16.0,12.0
DEV,91.636,INTERMEDIATE,17.0,12.0
DEV,90.107,INTERMEDIATE,18.0,12.0
DEV,90.085,INTERMEDIATE,19.0,12.0
DEV,87.595,INTERMEDIATE,20.0,12.0
DEV,86.478,INTERMEDIATE,21.0,12.0
DEV,86.435,INTERMEDIATE,22.0,12.0
DEV,86.282,INTERMEDIATE,23.0,12.0
DEV,88.038,INTERMEDIATE,24.0,12.0
TSU,91.317,MEDIUM,1.0,9.0
TSU,81.288,MEDIUM,2.0,9.0
TSU,80.281,MEDIUM,3.0,9.0
TSU,80.032,MEDIUM,4.0,9.0
TSU,79.296,MEDIUM,5.0,9.0
TSU,78.73,MEDIUM,6.0,9.0
TSU,78.712,MEDIUM,7.0,9.0
TSU,78.951,MEDIUM,8.0,9.0
TSU,78.859,MEDIUM,9.0,9.0
TSU,78.697,MEDIUM,10.0,9.0
TSU,79.297,MEDIUM,11.0,9.0
TSU,79.627,MEDIUM,12.0,9.0
TSU,78.8,MEDIUM,13.0,9.0
TSU,78.481,MEDIUM,14.0,9.0
TSU,78.439,MEDIUM,15.0,9.0
TSU,78.246,MEDIUM,16.0,9.0
TSU,78.368,MEDIUM,17.0,9.0
TSU,79.026,MEDIUM,18.0,9.0
TSU,78.567,MEDIUM,19.0,9.0
TSU,79.131,MEDIUM,20.0,9.0
TSU,79.26,MEDIUM,21.0,9.0
TSU,79.152,MEDIUM,22.0,9.0
TSU,79.239,MEDIUM,23.0,9.0
TSU,79.314,MEDIUM,24.0,9.0
TSU,79.335,MEDIUM,25.0,9.0
TSU,79.272,MEDIUM,26.0,9.0
TSU,78.465,MEDIUM,27.0,9.0
TSU,78.369,MEDIUM,28.0,9.0
TSU,78.2,MEDIUM,29.0,9.0
TSU,78.335,MEDIUM,30.0,9.0
TSU,78.463,MEDIUM,31.0,9.0
TSU,78.519,MEDIUM,32.0,9.0
TSU,78.457,MEDIUM,33.0,9.0
TSU,78.039,MEDIUM,34.0,9.0
TSU,77.75,MEDIUM,35.0,9.0
TSU,77.68,MEDIUM,36.0,9.0
TSU,77.992,MEDIUM,37.0,9.0
TSU,78.195,MEDIUM,38.0,9.0
TSU,78.338,MEDIUM,39.0,9.0
TSU,78.328,MEDIUM,40.0,9.0
TSU,78.074,MEDIUM,41.0,9.0
TSU,78.189,MEDIUM,42.0,9.0
TSU,78.046,MEDIUM,43.0,9.0
TSU,78.0,MEDIUM,44.0,9.0
TSU,77.879,MEDIUM,45.0,9.0
TSU,77.956,MEDIUM,46.0,9.0
TSU,78.169,MEDIUM,47.0,9.0
TSU,78.098,MEDIUM,48.0,9.0
TSU,78.32,MEDIUM,49.0,9.0
TSU,78.64,MEDIUM,50.0,9.0
TSU,83.804,MEDIUM,51.0,9.0
TSU,92.268,MEDIUM,52.0,9.0
TSU,125.687,MEDIUM,53.0,11.0
TSU,101.01,INTERMEDIATE,1.0,9.0
TSU,101.834,INTERMEDIATE,2.0,9.0
TSU,102.479,INTERMEDIATE,3.0,9.0
TSU,102.945,INTERMEDIATE,4.0,9.0
TSU,105.898,INTERMEDIATE,5.0,9.0
TSU,102.608,INTERMEDIATE,6.0,9.0
TSU,103.593,INTERMEDIATE,7.0,9.0
TSU,102.234,INTERMEDIATE,8.0,9.0
TSU,100.84,INTERMEDIATE,9.0,9.0
TSU,99.932,INTERMEDIATE,10.0,9.0
TSU,103.104,INTERMEDIATE,11.0,9.0
TSU,98.497,INTERMEDIATE,12.0,9.0
TSU,97.427,INTERMEDIATE,13.0,9.0
TSU,97.623,INTERMEDIATE,14.0,10.0
TSU,137.012,INTERMEDIATE,15.0,13.0
TSU,100.44,INTERMEDIATE,16.0,15.0
TSU,93.923,INTERMEDIATE,17.0,15.0
TSU,91.757,INTERMEDIATE,18.0,15.0
TSU,89.958,INTERMEDIATE,19.0,15.0
TSU,88.138,INTERMEDIATE,20.0,15.0
TSU,88.759,INTERMEDIATE,21.0,15.0
TSU,87.332,INTERMEDIATE,22.0,15.0
TSU,94.205,INTERMEDIATE,23.0,15.0
ALB,94.616,MEDIUM,1.0,13.0
ALB,80.977,MEDIUM,2.0,13.0
ALB,80.703,MEDIUM,3.0,13.0
ALB,80.276,MEDIUM,4.0,13.0
ALB,79.967,MEDIUM,5.0,13.0
ALB,79.165,MEDIUM,6.0,13.0
ALB,79.055,MEDIUM,7.0,13.0
ALB,78.796,MEDIUM,8.0,13.0
ALB,79.293,MEDIUM,9.0,13.0
ALB,79.338,MEDIUM,10.0,13.0
ALB,79.278,MEDIUM,11.0,13.0
ALB,80.31,MEDIUM,12.0,13.0
ALB,79.885,MEDIUM,13.0,13.0
ALB,80.259,MEDIUM,14.0,13.0
ALB,80.892,MEDIUM,15.0,13.0
ALB,80.443,MEDIUM,16.0,13.0
ALB,80.624,MEDIUM,17.0,13.0
ALB,98.414,MEDIUM,18.0,20.0
ALB,83.193,HARD,1.0,20.0
ALB,78.47,HARD,2.0,19.0
ALB,77.131,HARD,3.0,19.0
ALB,77.105,HARD,4.0,19.0
ALB,77.064,HARD,5.0,19.0
ALB,76.672,HARD,6.0,19.0
ALB,76.793,HARD,7.0,19.0
ALB,76.962,HARD,8.0,19.0
ALB,77.36,HARD,9.0,19.0
ALB,78.528,HARD,10.0,19.0
ALB,78.952,HARD,11.0,19.0
ALB,79.457,HARD,12.0,19.0
ALB,79.152,HARD,13.0,19.0
ALB,79.589,HARD,14.0,19.0
ALB,81.559,HARD,15.0,19.0
ALB,80.731,HARD,16.0,18.0
ALB,78.619,HARD,17.0,18.0
ALB,78.804,HARD,18.0,18.0
ALB,79.143,HARD,19.0,18.0
ALB,78.633,HARD,20.0,18.0
ALB,78.774,HARD,21.0,18.0
ALB,78.476,HARD,22.0,18.0
ALB,78.825,HARD,23.0,18.0
ALB,78.93,HARD,24.0,18.0
ALB,78.486,HARD,25.0,18.0
ALB,78.767,HARD,26.0,18.0
ALB,78.829,HARD,27.0,18.0
ALB,78.9,HARD,28.0,18.0
ALB,78.528,HARD,29.0,18.0
ALB,78.882,HARD,30.0,18.0
ALB,80.597,HARD,31.0,18.0
ALB,80.166,HARD,32.0,18.0
ALB,89.941,HARD,33.0,16.0
ALB,115.852,HARD,34.0,19.0
ALB,96.281,INTERMEDIATE,1.0,18.0
ALB,98.297,INTERMEDIATE,2.0,16.0
ALB,105.721,INTERMEDIATE,3.0,15.0
ALB,104.909,INTERMEDIATE,4.0,15.0
ALB,102.2,INTERMEDIATE,5.0,15.0
ALB,106.101,INTERMEDIATE,6.0,15.0
ALB,103.133,INTERMEDIATE,7.0,15.0
ALB,115.401,INTERMEDIATE,8.0,15.0
ALB,101.209,INTERMEDIATE,9.0,15.0
ALB,99.897,INTERMEDIATE,10.0,15.0
ALB,98.649,INTERMEDIATE,11.0,15.0
ALB,97.428,INTERMEDIATE,12.0,15.0
ALB,95.42,INTERMEDIATE,13.0,15.0
ALB,94.016,INTERMEDIATE,14.0,15.0
ALB,93.223,INTERMEDIATE,15.0,15.0
ALB,93.322,INTERMEDIATE,16.0,15.0
ALB,94.087,INTERMEDIATE,17.0,14.0
ALB,90.63,INTERMEDIATE,18.0,14.0
ALB,89.729,INTERMEDIATE,19.0,14.0
ALB,89.217,INTERMEDIATE,20.0,14.0
ALB,92.141,INTERMEDIATE,21.0,14.0
ALB,88.241,INTERMEDIATE,22.0,14.0
ALB,87.197,INTERMEDIATE,23.0,14.0
ALB,86.764,INTERMEDIATE,24.0,14.0
ALB,87.816,INTERMEDIATE,25.0,14.0
ZHO,118.785,SOFT,1.0,19.0
ZHO,80.757,HARD,1.0,19.0
ZHO,77.003,HARD,2.0,19.0
ZHO,76.946,HARD,3.0,19.0
ZHO,76.926,HARD,4.0,19.0
ZHO,77.205,HARD,5.0,19.0
ZHO,77.408,HARD,6.0,19.0
ZHO,77.254,HARD,7.0,19.0
ZHO,77.523,HARD,8.0,19.0
ZHO,78.449,HARD,9.0,19.0
ZHO,79.602,HARD,10.0,19.0
ZHO,80.319,HARD,11.0,19.0
ZHO,80.561,HARD,12.0,19.0
ZHO,80.653,HARD,13.0,19.0
ZHO,80.398,HARD,14.0,19.0
ZHO,80.727,HARD,15.0,19.0
ZHO,80.669,HARD,16.0,19.0
ZHO,81.524,HARD,17.0,18.0
ZHO,82.387,HARD,18.0,19.0
ZHO,80.574,HARD,19.0,18.0
ZHO,78.245,HARD,20.0,18.0
ZHO,77.588,HARD,21.0,18.0
ZHO,77.45,HARD,22.0,18.0
ZHO,77.465,HARD,23.0,18.0
ZHO,77.771,HARD,24.0,18.0
ZHO,78.161,HARD,25.0,18.0
ZHO,78.097,HARD,26.0,18.0
ZHO,80.78,HARD,27.0,18.0
ZHO,78.863,HARD,28.0,18.0
ZHO,79.5,HARD,29.0,18.0
ZHO,79.192,HARD,30.0,18.0
ZHO,79.626,HARD,31.0,18.0
ZHO,81.602,HARD,32.0,18.0
ZHO,80.587,HARD,33.0,17.0
ZHO,78.586,HARD,34.0,17.0
ZHO,78.846,HARD,35.0,17.0
ZHO,79.099,HARD,36.0,17.0
ZHO,78.681,HARD,37.0,17.0
ZHO,78.659,HARD,38.0,17.0
ZHO,78.607,HARD,39.0,17.0
ZHO,78.831,HARD,40.0,17.0
ZHO,78.666,HARD,41.0,17.0
ZHO,78.701,HARD,42.0,17.0
ZHO,78.721,HARD,43.0,17.0
ZHO,78.762,HARD,44.0,17.0
ZHO,78.66,HARD,45.0,17.0
ZHO,78.809,HARD,46.0,17.0
ZHO,78.947,HARD,47.0,17.0
ZHO,79.065,HARD,48.0,17.0
ZHO,81.664,HARD,49.0,17.0
ZHO,90.253,HARD,50.0,15.0
ZHO,111.997,HARD,51.0,18.0
ZHO,96.935,INTERMEDIATE,1.0,17.0
ZHO,100.446,INTERMEDIATE,2.0,15.0
ZHO,106.545,INTERMEDIATE,3.0,14.0
ZHO,101.908,INTERMEDIATE,4.0,14.0
ZHO,104.702,INTERMEDIATE,5.0,14.0
ZHO,105.564,INTERMEDIATE,6.0,14.0
ZHO,103.592,INTERMEDIATE,7.0,14.0
ZHO,101.62,INTERMEDIATE,8.0,14.0
ZHO,101.501,INTERMEDIATE,9.0,14.0
ZHO,100.987,INTERMEDIATE,10.0,14.0
ZHO,100.738,INTERMEDIATE,11.0,14.0
ZHO,102.573,INTERMEDIATE,12.0,14.0
ZHO,99.444,INTERMEDIATE,13.0,14.0
ZHO,94.287,INTERMEDIATE,14.0,14.0
ZHO,93.464,INTERMEDIATE,15.0,14.0
ZHO,94.679,INTERMEDIATE,16.0,14.0
ZHO,93.879,INTERMEDIATE,17.0,13.0
ZHO,90.405,INTERMEDIATE,18.0,13.0
ZHO,89.336,INTERMEDIATE,19.0,13.0
ZHO,87.964,INTERMEDIATE,20.0,13.0
ZHO,90.119,INTERMEDIATE,21.0,13.0
ZHO,88.049,INTERMEDIATE,22.0,13.0
ZHO,86.612,INTERMEDIATE,23.0,13.0
ZHO,85.717,INTERMEDIATE,24.0,13.0
ZHO,86.615,INTERMEDIATE,25.0,13.0
HUL,120.092,MEDIUM,1.0,20.0
HUL,80.434,HARD,1.0,20.0
HUL,77.221,HARD,2.0,20.0
HUL,77.148,HARD,3.0,20.0
HUL,77.045,HARD,4.0,20.0
HUL,76.991,HARD,5.0,20.0
HUL,77.333,HARD,6.0,20.0
HUL,77.237,HARD,7.0,20.0
HUL,77.433,HARD,8.0,20.0
HUL,78.028,HARD,9.0,20.0
HUL,79.596,HARD,10.0,20.0
HUL,80.164,HARD,11.0,20.0
HUL,80.824,HARD,12.0,20.0
HUL,81.254,HARD,13.0,20.0
HUL,80.972,HARD,14.0,20.0
HUL,80.281,HARD,15.0,20.0
HUL,80.171,HARD,16.0,20.0
HUL,81.166,HARD,17.0,19.0
HUL,79.836,HARD,18.0,17.0
HUL,77.642,HARD,19.0,17.0
HUL,77.201,HARD,20.0,17.0
HUL,77.845,HARD,21.0,17.0
HUL,78.009,HARD,22.0,17.0
HUL,78.363,HARD,23.0,17.0
HUL,78.23,HARD,24.0,17.0
HUL,78.664,HARD,25.0,17.0
HUL,78.956,HARD,26.0,17.0
HUL,79.589,HARD,27.0,17.0
HUL,81.412,HARD,28.0,17.0
HUL,78.92,HARD,29.0,17.0
HUL,79.756,HARD,30.0,17.0
HUL,79.708,HARD,31.0,17.0
HUL,81.348,HARD,32.0,17.0
HUL,80.956,HARD,33.0,16.0
HUL,78.327,HARD,34.0,16.0
HUL,79.148,HARD,35.0,16.0
HUL,79.009,HARD,36.0,16.0
HUL,78.602,HARD,37.0,16.0
HUL,78.557,HARD,38.0,16.0
HUL,78.692,HARD,39.0,16.0
HUL,78.606,HARD,40.0,16.0
HUL,78.838,HARD,41.0,16.0
HUL,78.991,HARD,42.0,16.0
HUL,78.467,HARD,43.0,16.0
HUL,78.751,HARD,44.0,16.0
HUL,78.608,HARD,45.0,16.0
HUL,78.857,HARD,46.0,16.0
HUL,78.789,HARD,47.0,16.0
HUL,79.036,HARD,48.0,16.0
HUL,80.238,HARD,49.0,16.0
HUL,88.292,HARD,50.0,14.0
HUL,91.149,HARD,51.0,14.0
HUL,100.881,HARD,52.0,14.0
HUL,139.643,HARD,53.0,18.0
HUL,104.22,INTERMEDIATE,1.0,18.0
HUL,103.79,INTERMEDIATE,2.0,17.0
HUL,102.598,INTERMEDIATE,3.0,16.0
HUL,102.188,INTERMEDIATE,4.0,16.0
HUL,119.463,INTERMEDIATE,5.0,17.0
HUL,102.782,WET,1.0,17.0
HUL,99.565,WET,2.0,17.0
HUL,98.291,WET,3.0,17.0
HUL,97.973,WET,4.0,17.0
HUL,97.628,WET,5.0,17.0
HUL,96.647,WET,6.0,17.0
HUL,96.301,WET,7.0,17.0
HUL,95.656,WET,8.0,17.0
HUL,96.655,WET,9.0,17.0
HUL,95.297,WET,10.0,17.0
HUL,100.947,WET,11.0,16.0
HUL,93.744,WET,12.0,16.0
HUL,92.994,WET,13.0,16.0
HUL,93.111,WET,14.0,16.0
HUL,94.924,WET,15.0,16.0
HUL,94.146,WET,16.0,16.0
HUL,90.26,WET,17.0,16.0
OCO,86.639,MEDIUM,1.0,3.0
OCO,80.301,MEDIUM,2.0,3.0
OCO,79.704,MEDIUM,3.0,3.0
OCO,79.314,MEDIUM,4.0,3.0
OCO,79.041,MEDIUM,5.0,3.0
OCO,78.731,MEDIUM,6.0,3.0
OCO,78.782,MEDIUM,7.0,3.0
OCO,78.533,MEDIUM,8.0,3.0
OCO,78.594,MEDIUM,9.0,3.0
OCO,78.46,MEDIUM,10.0,3.0
OCO,78.271,MEDIUM,11.0,3.0
OCO,78.515,MEDIUM,12.0,3.0
OCO,78.025,MEDIUM,13.0,3.0
OCO,78.055,MEDIUM,14.0,3.0
OCO,78.018,MEDIUM,15.0,3.0
OCO,77.948,MEDIUM,16.0,3.0
OCO,78.372,MEDIUM,17.0,3.0
OCO,78.22,MEDIUM,18.0,3.0
OCO,78.074,MEDIUM,19.0,3.0
OCO,78.087,MEDIUM,20.0,3.0
OCO,78.161,MEDIUM,21.0,3.0
OCO,78.057,MEDIUM,22.0,3.0
OCO,77.873,MEDIUM,23.0,3.0
OCO,77.498,MEDIUM,24.0,3.0
OCO,77.451,MEDIUM,25.0,3.0
OCO,77.433,MEDIUM,26.0,3.0
OCO,77.145,MEDIUM,27.0,3.0
OCO,76.938,MEDIUM,28.0,3.0
OCO,77.179,MEDIUM,29.0,3.0
OCO,77.334,MEDIUM,30.0,3.0
OCO,77.331,MEDIUM,31.0,3.0
OCO,94.668,MEDIUM,32.0,7.0
OCO,79.289,HARD,1.0,7.0
OCO,76.95,HARD,2.0,6.0
OCO,77.095,HARD,3.0,6.0
OCO,77.304,HARD,4.0,6.0
OCO,77.14,HARD,5.0,6.0
OCO,77.048,HARD,6.0,6.0
OCO,77.169,HARD,7.0,6.0
OCO,77.025,HARD,8.0,6.0
OCO,76.528,HARD,9.0,6.0
OCO,77.01,HARD,10.0,6.0
OCO,77.002,HARD,11.0,6.0
OCO,77.033,HARD,12.0,5.0
OCO,77.271,HARD,13.0,5.0
OCO,76.775,HARD,14.0,5.0
OCO,76.962,HARD,15.0,4.0
OCO,76.968,HARD,16.0,4.0
OCO,77.09,HARD,17.0,4.0
OCO,77.836,HARD,18.0,4.0
OCO,79.453,HARD,19.0,4.0
OCO,86.99,HARD,20.0,4.0
OCO,89.909,HARD,21.0,4.0
OCO,114.547,HARD,22.0,6.0
OCO,102.379,INTERMEDIATE,1.0,3.0
OCO,101.755,INTERMEDIATE,2.0,3.0
OCO,102.554,INTERMEDIATE,3.0,3.0
OCO,103.729,INTERMEDIATE,4.0,3.0
OCO,105.002,INTERMEDIATE,5.0,3.0
OCO,102.527,INTERMEDIATE,6.0,3.0
OCO,102.63,INTERMEDIATE,7.0,3.0
OCO,102.139,INTERMEDIATE,8.0,3.0
OCO,101.123,INTERMEDIATE,9.0,3.0
OCO,100.375,INTERMEDIATE,10.0,3.0
OCO,97.029,INTERMEDIATE,11.0,3.0
OCO,95.456,INTERMEDIATE,12.0,3.0
OCO,94.457,INTERMEDIATE,13.0,3.0
OCO,93.484,INTERMEDIATE,14.0,3.0
OCO,92.501,INTERMEDIATE,15.0,3.0
OCO,90.3,INTERMEDIATE,16.0,3.0
OCO,90.027,INTERMEDIATE,17.0,3.0
OCO,89.541,INTERMEDIATE,18.0,3.0
OCO,87.666,INTERMEDIATE,19.0,3.0
OCO,86.712,INTERMEDIATE,20.0,3.0
OCO,85.133,INTERMEDIATE,21.0,3.0
OCO,84.834,INTERMEDIATE,22.0,3.0
OCO,86.24,INTERMEDIATE,23.0,3.0
OCO,84.231,INTERMEDIATE,24.0,3.0
NOR,92.034,MEDIUM,1.0,10.0
NOR,81.61,MEDIUM,2.0,10.0
NOR,80.396,MEDIUM,3.0,10.0
NOR,80.209,MEDIUM,4.0,10.0
NOR,79.502,MEDIUM,5.0,10.0
NOR,79.045,MEDIUM,6.0,10.0
NOR,78.652,MEDIUM,7.0,10.0
NOR,78.651,MEDIUM,8.0,10.0
NOR,79.065,MEDIUM,9.0,10.0
NOR,79.053,MEDIUM,10.0,10.0
NOR,79.148,MEDIUM,11.0,10.0
NOR,80.277,MEDIUM,12.0,10.0
NOR,78.978,MEDIUM,13.0,10.0
NOR,78.856,MEDIUM,14.0,10.0
NOR,78.855,MEDIUM,15.0,10.0
NOR,78.988,MEDIUM,16.0,10.0
NOR,78.937,MEDIUM,17.0,10.0
NOR,79.01,MEDIUM,18.0,10.0
NOR,79.504,MEDIUM,19.0,10.0
NOR,78.985,MEDIUM,20.0,10.0
NOR,79.074,MEDIUM,21.0,10.0
NOR,78.882,MEDIUM,22.0,10.0
NOR,78.657,MEDIUM,23.0,10.0
NOR,78.681,MEDIUM,24.0,10.0
NOR,78.78,MEDIUM,25.0,10.0
NOR,79.067,MEDIUM,26.0,10.0
NOR,79.109,MEDIUM,27.0,10.0
NOR,78.771,MEDIUM,28.0,10.0
NOR,78.906,MEDIUM,29.0,10.0
NOR,78.568,MEDIUM,30.0,10.0
NOR,78.454,MEDIUM,31.0,10.0
NOR,77.914,MEDIUM,32.0,10.0
NOR,78.042,MEDIUM,33.0,10.0
NOR,78.026,MEDIUM,34.0,10.0
NOR,78.192,MEDIUM,35.0,10.0
NOR,78.05,MEDIUM,36.0,10.0
NOR,78.303,MEDIUM,37.0,10.0
NOR,78.214,MEDIUM,38.0,10.0
NOR,78.151,MEDIUM,39.0,10.0
NOR,78.529,MEDIUM,40.0,10.0
NOR,78.409,MEDIUM,41.0,10.0
NOR,78.149,MEDIUM,42.0,10.0
NOR,78.045,MEDIUM,43.0,10.0
NOR,77.991,MEDIUM,44.0,10.0
NOR,77.862,MEDIUM,45.0,10.0
NOR,77.844,MEDIUM,46.0,10.0
NOR,78.234,MEDIUM,47.0,10.0
NOR,78.297,MEDIUM,48.0,10.0
NOR,78.152,MEDIUM,49.0,10.0
NOR,95.974,MEDIUM,50.0,11.0
NOR,87.706,HARD,1.0,11.0
NOR,88.675,HARD,2.0,11.0
NOR,92.162,HARD,3.0,10.0
NOR,132.003,HARD,4.0,11.0
NOR,103.38,INTERMEDIATE,1.0,11.0
NOR,100.384,INTERMEDIATE,2.0,11.0
NOR,100.421,INTERMEDIATE,3.0,11.0
NOR,102.13,INTERMEDIATE,4.0,10.0
NOR,101.216,INTERMEDIATE,5.0,10.0
NOR,101.789,INTERMEDIATE,6.0,10.0
NOR,99.545,INTERMEDIATE,7.0,10.0
NOR,98.893,INTERMEDIATE,8.0,10.0
NOR,98.511,INTERMEDIATE,9.0,10.0
NOR,98.75,INTERMEDIATE,10.0,10.0
NOR,98.818,INTERMEDIATE,11.0,10.0
NOR,96.981,INTERMEDIATE,12.0,10.0
NOR,92.417,INTERMEDIATE,13.0,9.0
NOR,91.037,INTERMEDIATE,14.0,9.0
NOR,90.126,INTERMEDIATE,15.0,9.0
NOR,88.512,INTERMEDIATE,16.0,9.0
NOR,88.373,INTERMEDIATE,17.0,9.0
NOR,85.959,INTERMEDIATE,18.0,9.0
NOR,85.767,INTERMEDIATE,19.0,9.0
NOR,85.471,INTERMEDIATE,20.0,9.0
NOR,85.278,INTERMEDIATE,21.0,9.0
NOR,85.767,INTERMEDIATE,22.0,9.0
NOR,86.888,INTERMEDIATE,23.0,9.0
HAM,88.585,MEDIUM,1.0,5.0
HAM,80.527,MEDIUM,2.0,5.0
HAM,80.105,MEDIUM,3.0,5.0
HAM,79.356,MEDIUM,4.0,5.0
HAM,78.736,MEDIUM,5.0,5.0
HAM,78.958,MEDIUM,6.0,5.0
HAM,78.651,MEDIUM,7.0,5.0
HAM,79.051,MEDIUM,8.0,5.0
HAM,78.829,MEDIUM,9.0,5.0
HAM,78.173,MEDIUM,10.0,5.0
HAM,77.926,MEDIUM,11.0,5.0
HAM,78.23,MEDIUM,12.0,5.0
HAM,78.084,MEDIUM,13.0,5.0
HAM,78.422,MEDIUM,14.0,5.0
HAM,78.189,MEDIUM,15.0,5.0
HAM,78.31,MEDIUM,16.0,5.0
HAM,78.254,MEDIUM,17.0,5.0
HAM,78.37,MEDIUM,18.0,5.0
HAM,78.207,MEDIUM,19.0,5.0
HAM,78.121,MEDIUM,20.0,5.0
HAM,78.311,MEDIUM,21.0,5.0
HAM,77.393,MEDIUM,22.0,5.0
HAM,78.053,MEDIUM,23.0,5.0
HAM,77.431,MEDIUM,24.0,5.0
HAM,77.643,MEDIUM,25.0,5.0
HAM,77.716,MEDIUM,26.0,5.0
HAM,77.322,MEDIUM,27.0,5.0
HAM,77.334,MEDIUM,28.0,5.0
HAM,77.372,MEDIUM,29.0,5.0
HAM,77.742,MEDIUM,30.0,5.0
HAM,95.467,MEDIUM,31.0,8.0
HAM,78.165,HARD,1.0,8.0
HAM,75.65,HARD,2.0,8.0
HAM,78.357,HARD,3.0,8.0
HAM,77.159,HARD,4.0,8.0
HAM,77.688,HARD,5.0,8.0
HAM,77.711,HARD,6.0,8.0
HAM,77.167,HARD,7.0,8.0
HAM,77.293,HARD,8.0,8.0
HAM,76.962,HARD,9.0,8.0
HAM,76.588,HARD,10.0,8.0
HAM,76.58,HARD,11.0,8.0
HAM,76.529,HARD,12.0,8.0
HAM,76.88,HARD,13.0,7.0
HAM,78.833,HARD,14.0,7.0
HAM,76.85,HARD,15.0,7.0
HAM,76.257,HARD,16.0,6.0
HAM,76.86,HARD,17.0,6.0
HAM,76.781,HARD,18.0,6.0
HAM,77.11,HARD,19.0,6.0
HAM,78.294,HARD,20.0,6.0
HAM,86.237,HARD,21.0,6.0
HAM,91.341,HARD,22.0,6.0
HAM,115.141,HARD,23.0,7.0
HAM,99.603,INTERMEDIATE,1.0,4.0
HAM,101.277,INTERMEDIATE,2.0,4.0
HAM,103.278,INTERMEDIATE,3.0,4.0
HAM,103.378,INTERMEDIATE,4.0,4.0
HAM,105.199,INTERMEDIATE,5.0,4.0
HAM,103.041,INTERMEDIATE,6.0,4.0
HAM,102.396,INTERMEDIATE,7.0,4.0
HAM,102.287,INTERMEDIATE,8.0,4.0
HAM,101.315,INTERMEDIATE,9.0,4.0
HAM,98.957,INTERMEDIATE,10.0,4.0
HAM,97.636,INTERMEDIATE,11.0,4.0
HAM,96.203,INTERMEDIATE,12.0,4.0
HAM,94.539,INTERMEDIATE,13.0,4.0
HAM,92.866,INTERMEDIATE,14.0,4.0
HAM,93.757,INTERMEDIATE,15.0,4.0
HAM,89.68,INTERMEDIATE,16.0,4.0
HAM,89.667,INTERMEDIATE,17.0,4.0
HAM,89.415,INTERMEDIATE,18.0,4.0
HAM,87.735,INTERMEDIATE,19.0,4.0
HAM,86.304,INTERMEDIATE,20.0,4.0
HAM,85.242,INTERMEDIATE,21.0,4.0
HAM,84.651,INTERMEDIATE,22.0,4.0
HAM,86.21,INTERMEDIATE,23.0,4.0
HAM,85.105,INTERMEDIATE,24.0,4.0
SAI,87.39,HARD,1.0,4.0
SAI,80.593,HARD,2.0,4.0
SAI,79.958,HARD,3.0,4.0
SAI,79.482,HARD,4.0,4.0
SAI,78.723,HARD,5.0,4.0
SAI,78.764,HARD,6.0,4.0
SAI,78.697,HARD,7.0,4.0
SAI,78.637,HARD,8.0,4.0
SAI,78.306,HARD,9.0,4.0
SAI,78.07,HARD,10.0,4.0
SAI,78.265,HARD,11.0,4.0
SAI,78.947,HARD,12.0,4.0
SAI,78.286,HARD,13.0,4.0
SAI,78.107,HARD,14.0,4.0
SAI,77.883,HARD,15.0,4.0
SAI,78.239,HARD,16.0,4.0
SAI,78.36,HARD,17.0,4.0
SAI,78.178,HARD,18.0,4.0
SAI,77.999,HARD,19.0,4.0
SAI,78.032,HARD,20.0,4.0
SAI,78.006,HARD,21.0,4.0
SAI,78.007,HARD,22.0,4.0
SAI,78.006,HARD,23.0,4.0
SAI,77.912,HARD,24.0,4.0
SAI,77.464,HARD,25.0,4.0
SAI,77.366,HARD,26.0,4.0
SAI,77.318,HARD,27.0,4.0
SAI,77.316,HARD,28.0,4.0
SAI,77.171,HARD,29.0,4.0
SAI,77.22,HARD,30.0,4.0
SAI,77.465,HARD,31.0,4.0
SAI,77.18,HARD,32.0,3.0
SAI,93.612,HARD,33.0,6.0
SAI,80.767,MEDIUM,1.0,7.0
SAI,76.628,MEDIUM,2.0,7.0
SAI,77.979,MEDIUM,3.0,7.0
SAI,77.565,MEDIUM,4.0,7.0
SAI,76.786,MEDIUM,5.0,7.0
SAI,77.175,MEDIUM,6.0,7.0
SAI,77.023,MEDIUM,7.0,7.0
SAI,76.651,MEDIUM,8.0,7.0
SAI,76.467,MEDIUM,9.0,7.0
SAI,76.449,MEDIUM,10.0,7.0
SAI,77.76,MEDIUM,11.0,6.0
SAI,77.146,MEDIUM,12.0,6.0
SAI,77.22,MEDIUM,13.0,6.0
SAI,76.732,MEDIUM,14.0,5.0
SAI,76.561,MEDIUM,15.0,5.0
SAI,77.014,MEDIUM,16.0,5.0
SAI,76.917,MEDIUM,17.0,5.0
SAI,79.013,MEDIUM,18.0,5.0
